"full_name","html_url","description","language","topics","stargazers_count","created_at"
"AvaloniaUI/Avalonia","https://github.com/AvaloniaUI/Avalonia","Develop Desktop, Embedded, Mobile and WebAssembly apps with C# and XAML. The future of .NET UI","C#","android;app-framework;avalonia;avaloniaui;browser;c-sharp;cross-platform;csharp;desktop;dotnet;gui;ios;linux;macos;mobile;mvvm;wasm;windows;xamarin;xaml","30800","05.12.2013 20:13:21"
"Catel/Catel","https://github.com/Catel/Catel","An application development platform","C#","c-sharp;catel;mvvm;mvvm-architecture;mvvm-framework;windows;wpf","898","17.04.2013 16:07:56"
"waves-framework/waves.ui.wpf","https://github.com/waves-framework/waves.ui.wpf","WPF UI Kit sources of ""Waves"".","C#","","25","30.07.2020 20:39:41"
"waves-framework/waves.ui.charts","https://github.com/waves-framework/waves.ui.charts","Waves.UI.Charts is a package for developing cross-platform charts/graphs-viewing applications. It provides a simple and fast cross-platform charting tool.","C#","android;avalonia;blazor;chart;cross-platform;diagram;dotnet;graphs;ios;mvvm;ui;waves","22","18.11.2022 20:42:48"
"Noesis/Managed","https://github.com/Noesis/Managed","NoesisGUI Managed SDK","C#","noesis;ui;xaml","107","25.02.2019 12:16:49"
"wieslawsoltes/PanAndZoom","https://github.com/wieslawsoltes/PanAndZoom","Pan and zoom control for Avalonia.","C#","avalonia;avaloniaui;c-sharp;control;gui;multi-platform;pan;pan-and-zoom;xaml;zoom","473","16.02.2016 23:49:29"
"DrJohnMelville/Pdf","https://github.com/DrJohnMelville/Pdf","Free PDF renderer for .NET","C#","","75","27.06.2021 13:54:21"
"MessagePack-CSharp/MessagePack-CSharp","https://github.com/MessagePack-CSharp/MessagePack-CSharp","Extremely Fast MessagePack Serializer for C#(.NET, .NET Core, Unity, Xamarin). / msgpack.org[C#]","C#","c-sharp;lz4;messagepack;msgpack;serialization;serializer;unity;xamarin","6679","13.02.2017 0:58:41"
"dotnet/Silk.NET","https://github.com/dotnet/Silk.NET","The high-speed OpenGL, OpenCL, OpenAL, OpenXR, GLFW, SDL, Vulkan, Assimp, WebGPU, and DirectX bindings library your mother warned you about.","C#","3d;audio;csharp;game-development;glfw;graphics;graphics-library;haptics;native;openal;opencl;opengl;scientific-visualization;silk;vulkan;webgpu;wgpu","5043","10.06.2019 19:23:59"
"LaPreprint/LaPreprint","https://github.com/LaPreprint/LaPreprint","📝 A nicely formatted LaTeX preprint template","TeX","latex;preprint","582","07.10.2021 16:35:16"
"obsproject/obs-studio","https://github.com/obsproject/obs-studio","OBS Studio - Free and open source software for live streaming and screen recording","C","c;c-plus-plus;directshow;facebook-live;ffmpeg;game-capture;live-streaming;screen-capture;twitch-tv;video-recording;youtube-live","72423","01.10.2013 2:40:31"
"opentk/opentk","https://github.com/opentk/opentk","The Open Toolkit library is a fast, low-level C# wrapper for OpenGL, OpenAL & OpenCL. It also includes windowing, mouse, keyboard and joystick input and a robust and fast math library, giving you everything you need to write your own renderer or game engine. OpenTK can be used standalone or inside a GUI on Windows, Linux, Mac.","C#","c-sharp;game-development;game-engine;graphics;graphics-library;math-library;openal;opencl;opengl;opengl-es;scientific-visualization","3513","12.11.2013 1:34:24"
"arthursfares/neural-network-c","https://github.com/arthursfares/neural-network-c",,"C","","3","12.09.2022 2:43:29"
"enisn/UraniumUI","https://github.com/enisn/UraniumUI","Uranium is a Free & Open-Source UI Kit for MAUI.","C#","dotnet;maui;mobile;uikit;uraniumui","1451","28.08.2022 20:08:39"
"reactiveui/Camelotia","https://github.com/reactiveui/Camelotia","Cross-platform sample .NET GUI for cloud file management.","C#","avalonia;avaloniaui;dotnet;dotnetcore;dynamicdata;linux;macos;microsoft-visual-studio;mvvm;reactive-programming;reactiveui;reactivex;solid-principles;unit-testing;uwp;windows;wpf;xamarin-forms;xunit","609","22.11.2018 19:12:07"
"wo80/csparse-interop","https://github.com/wo80/csparse-interop","C# bindings for sparse matrix solvers.","C#","","15","09.03.2018 22:33:39"
"donnemartin/system-design-primer","https://github.com/donnemartin/system-design-primer","Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.","Python","design;design-patterns;design-system;development;interview;interview-practice;interview-questions;programming;python;system;web;web-application;webapp","348802","26.02.2017 16:15:28"
"NuGet/docs.microsoft.com-nuget","https://github.com/NuGet/docs.microsoft.com-nuget","Documentation for NuGet",,"hacktoberfest","160","05.08.2016 20:51:32"
"jgraph/drawio-desktop","https://github.com/jgraph/drawio-desktop","Official electron build of draw.io","JavaScript","diagram-editor;electron-app;graphics;javascript-applications","61120","25.05.2017 20:58:42"
"microsoft/TemplateStudio","https://github.com/microsoft/TemplateStudio","Template Studio accelerates the creation of new WinUI 3, WPF, and UWP apps using a wizard-based experience.","Rich Text Format","csharp;template;template-engine;uwp;uwp-apps;visual-studio;windows-10;xaml","2806","21.12.2016 15:31:29"
"reactiveui/ReactiveMvvm","https://github.com/reactiveui/ReactiveMvvm","Cross-platform ReactiveUI sample app built for a talk at MSK .NET conf.","C#","android;avalonia;avaloniaui;cross-platform;fody;linux;mvvm;reactiveui;uwp;winforms;wpf;xamarin;xamarin-forms","187","11.03.2018 14:46:02"
"jellyfin/jellyfin","https://github.com/jellyfin/jellyfin","The Free Software Media System - Server Backend & API","C#","csharp;dotnet;hacktoberfest;jellyfin","51614","09.12.2018 6:36:45"
"wangyao1052/LitCAD","https://github.com/wangyao1052/LitCAD","A very simple CAD developed by C#.","C#","cad;csharp;winform","349","01.10.2018 9:01:16"
"bradtraversy/design-resources-for-developers","https://github.com/bradtraversy/design-resources-for-developers","Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",,"","65545","06.05.2020 14:40:35"
"jgm/pandoc","https://github.com/jgm/pandoc","Universal markup converter","Haskell","commonmark;converter;document;haskell;markdown;markup;pandoc;presentation;publishing","44164","20.03.2010 20:34:23"
"powsybl/powsybl-core","https://github.com/powsybl/powsybl-core","A framework to build power system oriented software","Java","cim;energy-system;extensible;groovy;java;modular;power-system-simulation;power-systems;powsybl","169","29.09.2017 14:51:18"
"powsybl/powsybl-open-loadflow","https://github.com/powsybl/powsybl-open-loadflow","An open source loadflow based on PowSyBl","Java","energy-system;java;klu;load-flow;loadflow;power-flow;power-system-simulation;power-systems;powerflow;powsybl","75","01.10.2019 13:48:47"
"deniskyashif/trydotnet-channels","https://github.com/deniskyashif/trydotnet-channels","Interactive examples of common C# concurrency patterns using channels.","C#","","91","02.12.2019 15:06:31"
"jivoi/awesome-osint","https://github.com/jivoi/awesome-osint",":scream: A curated list of amazingly awesome OSINT",,"awesome-list;osint;website","26325","30.11.2016 13:26:11"
"ForNeVeR/xaml-math","https://github.com/ForNeVeR/xaml-math","A collection of .NET libraries for rendering mathematical formulae using the LaTeX typesetting style, for the WPF and Avalonia XAML-based frameworks","C#","dotnet;formula;hacktoberfest;latex;math;render;svg;tex;wpf","716","09.02.2017 15:32:36"
"ionuttamas/ReactiveObjects.Net","https://github.com/ionuttamas/ReactiveObjects.Net","Library for easy handling reactive-based changes to objects ","C#","","1","24.08.2017 8:46:16"
"sidristij/fourier-sources","https://github.com/sidristij/fourier-sources",,,"","10","25.06.2022 9:10:39"
"SanPen/VeraGrid","https://github.com/SanPen/VeraGrid","VeraGrid, a cross-platform power systems software written in Python with user interface, used in academia and industry.","Python","acdc;cim;comon-information-model;electrical;electrical-engineering;emt;helm;latin-hypercube;monte-carlo-simulation;multi-terminal;newton-raphson;optimization;power-systems;powerflow;python;rms;small-signal-stability;stochastic-power-flow","541","13.01.2016 15:40:10"
"mgroupntua/LinearAlgebra","https://github.com/mgroupntua/LinearAlgebra","Implementations or wrappers for linear algebra operations in C#","C#","c-sharp-library;linear-algebra;linear-system-solver;netcore2","9","28.03.2019 15:52:53"
"ermig1979/Simd","https://github.com/ermig1979/Simd","C++ image processing and machine learning library with using of SIMD: SSE, AVX, AVX-512, AMX  for x86/x64, NEON, SVE for ARM, HVX for Hexagon","C++","amx;arm;avx;avx512;c-plus-plus;haar-cascade;hexagon;hvx;image-processing;lbp;machine-learning;neon;neural-network;simd;simd-library;sse;sve","2250","25.03.2015 15:24:55"
"dotnet-presentations/dotnet-maui-workshop","https://github.com/dotnet-presentations/dotnet-maui-workshop","A full day workshop (.NET MAUI Workshop in a Box) on how to build apps with .NET MAUI for iOS, Android, macOS, and Windows","C#","dotnet;dotnet-maui;dotnetmaui","2024","28.02.2022 21:45:19"
"rwl/PYPOWER","https://github.com/rwl/PYPOWER","Port of MATPOWER to Python","Python","","404","22.05.2009 12:14:47"
"thangchung/awesome-dotnet-core","https://github.com/thangchung/awesome-dotnet-core",":honeybee: A collection of awesome .NET core libraries, tools, frameworks and software","C#","awesome;awesome-list;csharp;dotnet-core;list;microsoft","21234","17.03.2016 3:52:09"
"GridProtectionAlliance/gsf","https://github.com/GridProtectionAlliance/gsf","Grid Solutions Framework","C#","communications;complex-event-processing;comtrade;electric;gsf;ieee-1344;ieee-c37118;libraries;macrodyne;osi-pi;phasor-measurement-unit;pmu;pqdif;stream-processing;stream-processing-engine;streaming-data;synchrophasor;time-series","174","14.08.2015 23:05:31"
"PyPSA/PyPSA","https://github.com/PyPSA/PyPSA","PyPSA: Python for Power System Analysis","Python","capacity-expansion-planning;clean-energy;climate-change;electrical-engineering;electricity;energy;energy-system;energy-system-model;energy-system-modelling;energy-systems;loadflow;optimal-power-flow;optimisation;power-flow;power-systems;power-systems-analysis;powerflow;python;renewable-energy;renewables","1986","11.01.2016 9:04:18"
"lukasmasuch/best-of-ml-python","https://github.com/lukasmasuch/best-of-ml-python","🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.",,"automl;chatgpt;data-analysis;data-science;data-visualization;data-visualizations;deep-learning;gpt;gpt-3;jax;keras;machine-learning;ml;nlp;python;pytorch;scikit-learn;tensorflow;transformer","23471","29.11.2020 19:41:36"
"MATPOWER/matpower","https://github.com/MATPOWER/matpower","MATPOWER – steady state power flow simulation and optimization for MATLAB and Octave","MATLAB","matpower;matpower-github","556","16.12.2016 19:12:30"
"Maples7/PowerFlowCalculation","https://github.com/Maples7/PowerFlowCalculation","电力系统潮流计算 using Python","Python","","80","07.04.2015 9:45:52"
"ealux/PowerFlowCore","https://github.com/ealux/PowerFlowCore","Solver for Power Flows :zap:","C#","csharp;electrical-engineering;energy-system;gauss-seidel;grid;newton-raphson;power-flow;power-systems;power-systems-analysis;solver;steady-state-analysis","8","06.10.2021 19:23:00"
"MatrixTM/MHDDoS","https://github.com/MatrixTM/MHDDoS","Best DDoS Attack Script  Python3, (Cyber / DDos) Attack With 56 Methods","Python","amazon-bypass;attack;auto-proxy;bypass;cloudflare;cloudflare-bypass;ddos;ddos-attack-script;ddos-attack-tools;ddos-attacks;ddos-script;ddos-tool;ddosguard-bypass;dos;flood;hacking-tool;layer4;minecraftbot;ovh-bypass","15891","13.10.2020 19:02:46"
"ProfessionalCSharp/ProfessionalCSharp2021","https://github.com/ProfessionalCSharp/ProfessionalCSharp2021","Source code for Professional C# and .NET 2021 Edition (with updates for C# 11 and .NET 7)","C#","","293","21.04.2020 6:47:25"
"jokteur/python_communism","https://github.com/jokteur/python_communism","A module for initiating the communist revolution in each of our python modules","Jupyter Notebook","","761","14.01.2022 16:00:30"
"ShapeCrawler/ShapeCrawler","https://github.com/ShapeCrawler/ShapeCrawler","PowerPoint .NET library for reading, modifying, and generating PPTX presentations without Microsoft Office","C#","csharp;document-processing;dotnet;office-open-xml;openxml;powerpoint;pptx;presentation;slides","425","13.07.2019 14:04:02"
"2wind/eval_gui_example","https://github.com/2wind/eval_gui_example","Example GUI for ML Programs.","Python","gui;machine-learning;pysimplegui","3","24.12.2021 11:46:19"
"openhardwaremonitor/openhardwaremonitor","https://github.com/openhardwaremonitor/openhardwaremonitor","Open Hardware Monitor","C#","","6400","23.08.2015 21:32:54"
"Live-Charts/LiveCharts2","https://github.com/Live-Charts/LiveCharts2","Beautiful, interactive charts, maps, and gauges. One API for every .NET UI framework.","C#","","5247","11.02.2021 1:01:27"
"zeromq/netmq","https://github.com/zeromq/netmq","A 100% native C# implementation of ZeroMQ for .NET","C#","dotnet;dotnet-core;messaging;netmq;zeromq","3165","03.11.2012 15:50:06"
"exercism/exercism","https://github.com/exercism/exercism","Crowd-sourced code mentorship. Practice having thoughtful conversations about code.",,"community-contributions-paused","7557","31.05.2013 0:53:50"
"ibragim-bad/fast-internship-curriculum","https://github.com/ibragim-bad/fast-internship-curriculum","A collection of resources to build your expertise in ML and related fields.",,"","87","07.06.2020 11:10:27"
"Aptacode/BlazorCanvas","https://github.com/Aptacode/BlazorCanvas","A high performance dotnet 7 blazor wrapper around the HTML5 Canvas","C#","aptacode;blazor;blazor-webassembly;canvas;dotnet;dotnet7;drawing;graphics;html5-canvas;performance-blazor-wrapper;timmoth","19","05.01.2021 17:25:24"
"Aptacode/Geometry","https://github.com/Aptacode/Geometry","High performance .NET 7 graphics library for Blazor","C#","blazor;blazor-webassembly;canvas;collision-detection;dotnet;geometry;graphics;timmoth","27","10.12.2020 16:54:48"
"PrismLibrary/Prism","https://github.com/PrismLibrary/Prism","Prism is a framework for building loosely coupled, maintainable, and testable XAML applications in WPF, Xamarin Forms, and Uno / Win UI Applications..","C#","c-sharp;hacktoberfest;mvvm;prism;visual-studio;wpf;xamarin-forms;xamarin-studio","6779","25.02.2015 20:54:32"
"MahApps/MahApps.Metro","https://github.com/MahApps/MahApps.Metro","A framework that allows developers to cobble together a better UI for their own WPF applications with minimal effort.","C#","c-sharp;hacktoberfest;mahapps;metro;modern;open-source;oss;theme;ui;windows;winui;wpf;wpf-mahapps;xaml","9789","16.10.2011 4:16:10"
"mono/xwt","https://github.com/mono/xwt","A cross-platform UI toolkit for creating desktop applications with .NET and Mono","C#","","1354","26.10.2011 12:13:39"
"svg-net/SVG","https://github.com/svg-net/SVG","Fork of the ms svg library","C#","c-sharp;css;dom;nuget;svg;vector-graphics","1298","11.11.2011 16:25:15"
"dotMorten/UniversalWPF","https://github.com/dotMorten/UniversalWPF","A set of WPF Controls ported from Windows Universal","C#","","247","26.09.2015 19:04:03"
"emilk/egui","https://github.com/emilk/egui","egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native","Rust","egui;game-development;gamedev;gui;imgui;rust;wasm","29065","13.01.2019 15:39:15"
"anuraghazra/github-readme-stats","https://github.com/anuraghazra/github-readme-stats",":zap: Dynamically generated stats for your github readmes","JavaScript","dynamic;profile-readme;readme-generator;readme-stats;serverless","79432","09.07.2020 10:34:22"
"alordash/FastExponentiation","https://github.com/alordash/FastExponentiation","Algorithms and functions for fast exponentiation with small error","CSS","approximation;approximation-algorithms;exponent;exponentiation","9","20.09.2021 10:29:31"
"sochix/TLSharp","https://github.com/sochix/TLSharp","Telegram client library implemented in C#","C#","telegram;telegram-api;tlsharp","999","28.09.2015 1:18:06"
"anderson-optimization/awesome-power-analysis","https://github.com/anderson-optimization/awesome-power-analysis","Awesome Power Analysis is for collecting power analysis related sources, including power flow, production cost modeling, etc.",,"","34","14.08.2018 16:20:50"
"e2nIEE/pandapower","https://github.com/e2nIEE/pandapower","Convenient Power System Modelling and Analysis based on PYPOWER and pandas","Python","analysis;loadflow;optimization;power;powerflow;python;short-circuit;state-estimation;system","1170","12.01.2017 13:27:53"
"noedelima/StateEstimator","https://github.com/noedelima/StateEstimator","Some State Estimation codes in C++ to solve Power Systems / Power Flow","C++","","5","04.05.2017 22:43:18"
"colesbury/nogil","https://github.com/colesbury/nogil","Multithreaded Python without the GIL","Python","","2920","06.10.2021 18:41:08"
"powsybl/pypowsybl","https://github.com/powsybl/pypowsybl","A PowSyBl and Python integration based on GraalVM native image","Java","cgmes;load-flow;loadflow;power-flow;power-system;power-system-analysis;power-system-simulation;powerflow;python","94","09.11.2020 10:30:33"
"QuantConnect/Lean","https://github.com/QuantConnect/Lean","Lean Algorithmic Trading Engine by QuantConnect (Python, C#)","C#","algorithm;algorithmic-trading-engine;c-sharp;finance;forex;lean-engine;options;python;quantconnect;stock-indicators;trading;trading-algorithms;trading-bot;trading-platform;trading-strategies","18996","28.11.2014 4:20:19"
"pyrogram/pyrogram","https://github.com/pyrogram/pyrogram","Elegant, modern and asynchronous Telegram MTProto API framework in Python for users and bots","Python","async;client;framework;library;mtproto;pyrogram;python;telegram","4611","12.12.2017 9:37:41"
"aiogram/aiogram","https://github.com/aiogram/aiogram","aiogram is a modern and fully asynchronous framework for Telegram Bot API written in Python using asyncio","Python","aiogram;asyncio;bot;bot-framework;python;telegram-bot;telegram-bot-api","5703","18.11.2017 14:11:13"
"nulastudio/NetBeauty2","https://github.com/nulastudio/NetBeauty2","Move a .NET Framework/.NET Core app runtime components and dependencies into a sub-directory and make it beauty.","C#","fody;nbeauty;ncbeauty;netbeauty;netbeauty2;netcorebeauty;portable","496","20.07.2019 3:07:21"
"manjunath5496/Top-10-ML-Papers","https://github.com/manjunath5496/Top-10-ML-Papers","""What the teacher is, is more important than what he teaches.""― Karl Menninger",,"","16","05.09.2021 14:41:41"
"averkij/lingtrain-aligner","https://github.com/averkij/lingtrain-aligner","Lingtrain Aligner — ML powered library for the accurate texts alignment.","Python","","152","21.04.2021 6:36:43"
"averkij/a-studio","https://github.com/averkij/a-studio","Lingtrain Alignment Studio is an ML based app for texts alignment on different languages. It can produce parallel corpora and parallel books.","HTML","","294","20.06.2021 16:44:51"
"LonamiWebs/Telethon","https://github.com/LonamiWebs/Telethon","Pure Python 3 MTProto API Telegram client library, for bots too!","Python","hacktoberfest;library;mtproto;python-library;telegram;telegram-api;telethon","11977","26.08.2016 10:59:24"
"AngleSharp/AngleSharp","https://github.com/AngleSharp/AngleSharp",":angel: The ultimate angle brackets parser library parsing HTML5, MathML, SVG and CSS to construct a DOM based on the official W3C specifications.","C#","angle-bracket;anglesharp;c-sharp;dom;hacktoberfest;html;library;linq;parser","5494","05.06.2013 12:05:34"
"npolyak/NP.Avalonia.UniDock","https://github.com/npolyak/NP.Avalonia.UniDock",,"C#","","169","23.07.2021 17:49:59"
"TopSwagCode/AspNetCore.Blazor.Hosting","https://github.com/TopSwagCode/AspNetCore.Blazor.Hosting",,,"","6","05.03.2019 14:45:57"
"NotPrab/.NET-Deobfuscator","https://github.com/NotPrab/.NET-Deobfuscator","Lists of .NET Deobfuscator and Unpacker (Open Source)",,"deobfuscator;dnlib;dotnet;reverse-engineering;unpacker","1499","28.04.2020 11:31:00"
"cim-iec/cimverter","https://github.com/cim-iec/cimverter","Template based converter from CIM to other formats","C++","cim;iec61970","9","13.02.2020 8:28:40"
"sogno-platform/cimpy","https://github.com/sogno-platform/cimpy","Import and export CGMES / CIM IEC-61970 files in the XML/RDF format","Python","cim;cim-export;cim-import;iec61970;python","73","29.01.2020 8:22:48"
"adamgreenhall/minpower","https://github.com/adamgreenhall/minpower","power systems tools made beautiful","Python","","72","04.04.2011 18:50:48"
"adirkuhn/iec61970","https://github.com/adirkuhn/iec61970","iec61970","C++","","16","25.03.2015 0:17:00"
"zzzprojects/html-agility-pack","https://github.com/zzzprojects/html-agility-pack","Html Agility Pack (HAP) is a free and open-source HTML parser written in C# to read/write DOM and supports plain XPATH or XSLT. It is a .NET code library that allows you to parse ""out of the web"" HTML files.","C#","hap;html-parser;htmlagilitypack;parse;xpath","2842","30.04.2017 11:29:07"
"PySimpleGUI/PySimpleGUI","https://github.com/PySimpleGUI/PySimpleGUI","Python GUIs for Humans! PySimpleGUI is the top-rated Python application development environment. Launched in 2018. NEW for 2026 - the LGPL3 Version 6.  Transforms tkinter, Qt, WxPython, and Remi into a simple, intuitive, and fun experience for both hobbyists and expert users.  ","Python","beginner-friendly;datavisualization;games;gui;gui-framework;gui-programming;gui-window;pyside2;pysimplegui;python;python-gui;qt;qt-gui;remi;systemtray;tkinter;tkinter-gui;tkinter-python;user-interface;wxpython","13803","11.07.2018 18:28:58"
"bottlepy/bottle","https://github.com/bottlepy/bottle","bottle.py is a fast and simple micro-framework for python web-applications.","Python","bottle;python;rest;web-framework;wsgi","8765","30.06.2009 17:51:30"
"onionshare/onionshare","https://github.com/onionshare/onionshare","Securely and anonymously share files, host websites, and chat with friends using the Tor network","Python","cross-platform;file-sharing;onion-service;onionshare;open-source;python;security;tor;tor-onion-service","6963","20.05.2014 21:08:34"
"aFelipeSP/pdfme","https://github.com/aFelipeSP/pdfme","Make PDFs easily","Python","","324","22.11.2020 6:03:54"
"fluentribbon/Fluent.Ribbon","https://github.com/fluentribbon/Fluent.Ribbon","WPF Ribbon control like in Office","C#","c-sharp;control;csharp;dotnet;hacktoberfest;office;ribbon;showcase-application;windows;wpf;xaml","2747","03.11.2014 17:48:18"
"ControlzEx/ControlzEx","https://github.com/ControlzEx/ControlzEx","Shared Controlz for WPF and ... more","C#","control;controlzex;fluentribbon;hacktoberfest;icon-pack;mahapps;open-source;oss;shell;tooltips;windowchrome;windows;wpf;xaml","1066","10.10.2015 9:38:46"
"PropertyTools/PropertyTools","https://github.com/PropertyTools/PropertyTools","Custom controls for WPF: PropertyGrid, DataGrid, multi-select TreeView, ColorPicker and more","C#","","1312","29.08.2014 5:15:50"
"morelinq/MoreLINQ","https://github.com/morelinq/MoreLINQ","Extensions to LINQ to Objects","C#","dotnet;linq","3829","21.08.2015 10:39:10"
